0 96256
1 118784
2 118784
3 118784
4 118784
5 117760
6 118784
7 118784
8 118784
9 118784
10 88064
11 118784
12 118784
13 118784
14 118784
15 118784
16 118784
17 118784
18 118784
19 118784
20 97280
21 108544
22 118784
23 118784
24 118784
25 118784
26 118784
27 118784
28 118784
29 117760
30 1024
